locationID,decimalLongitude_x,decimalLatitude_x,coordinateUncertaintyInMeters,continent,country,stateProvince,county,locality ,georeferenceRemarks
61698,-121.837751,37.517673,550,North America,USA,California,Alameda,NW 1/4 Sec. 11 T5S R1E,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
61699,-121.868246,39.207281,600,North America,USA,California,Sutter,"Marysville Buttes, Fig Tree Gulch",Interpreted to be a Sutter Buttes locality. Marker placed in center of Fig Tree Gulch and uncertainty radius encompasses entire gulch.
61710,-118.291,33.735,,North America,USA,California,Los Angeles,"San Pedro, near Second and Pacific Streets",Based on (g1)San Pedro
61713,-120.400434,36.245453,969,North America,USA,California,Fresno,"ca 4 mi N of Los Gatos Creek, from an outcrop in a gulley ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
61716,-120.274189,35.447739,969,North America,USA,California,San Luis Obispo,"E side of valley of San Juan Creek, ca 36 mi N 29ø W of Sec. 32, strike N 29 W, 85ø northeasterly; Sandstone reef ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
61718,-118.26257,33.78002,,North America,USA,California,Los Angeles,"Wilmington, 450 ft S of the SE corner of Sepulveda Blvd, exposure on the E bank of Vermont Ave, lower 2 ft of sand stratum (1 ft above and below the road level) ",Based on WILMINGTON
61720,-123.793495,46.977743,1000,North America,USA,Washington,Grays Harbor ,"Aberdeen, 0.75 mi E of mouth of the Wishkah River, empire basal sandstone bluffs facing Grays Harbor",[Remarks: Plotted approximately .75 miles east of mouth of Wishkah River]
61762,-117.8853,33.6403,250,North America,USA,California,Orange,"Newport Beach, at present located under the residence at 2161 Vista Entrada, in a 6 ft thick lens of sandy cobble conglomerate which occurs approx 425  ft strat above the base of the formation",
61763,-124.101358,40.491769,50,North America,USA,California,Humboldt,"W side of the Eel River, approx 200 ft upstream (south) of the US Hwy 101 bridge between Scotia and Rio Dell ",
61786,-118.291,33.735,,North America,USA,California,Los Angeles,"San Pedro, on bluff above railroad tracks, below Pacific Boulevard, and E of 22nd Street",Based on (g1)San Pedro
61788,-124.355437,40.560753,270,North America,USA,California,Humboldt,"Centerville Beach section, base of sea cliff, 1305 ft N-NE along the coast from the mouth of Fleener Creek",Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
61789,-124.350568,40.553509,60,North America,USA,California,Humboldt,"Centerville Beach section, base of sea cliff, 965 ft N-NE along the coast from the  mouth of the unnamed creek",Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of two quarter sections.
61791,-123.646233,46.983408,3000,North America,USA,Washington,Grays Harbor,"E bluff of Wynoochee River, 05 mi below mouth of Bitter Creek, in shaly sandstone, in Arca montereyana zone (UW Loc 229)  
",[Remarks: Plotted approximately 5 miles S of mouth of Bitter Creek on east bank of Wynoochee River]
61793,-123.606836,46.997667,1500,North America,USA,Washington,Grays Harbor ,"6 mi N of Montesano, in basal conglomerate on Sylvia Creek",[Remarks: Plotted approximately 6 miles N of Montesano on Sylvia Creek]
61794,-124.059349,44.714236,210,North America,USA,Oregon,Lincoln ,"Along the sea cliffs S of Wade Creek, about 6 mi N of Yaquina Bay",
61801,-118.70898,34.27167,,North America,USA,California,Ventura,"McCray Wells, Oil Canyon, north of Santa Susana.",Based on SANTA SUSANA
61802,-118.5075,34.00194,,North America,USA,California,Los Angeles,"Santa Monica Mountains, ridge on east side of Santa Ynez Canyon, along fireroad just west of top of the ridge",Based on (g1)Santa Monica
61803,-122.015502,38.205932,15000,North America,USA,California,Solano,North of Suisun Bay.,Not enough data to georeference further. Marker placed north of Suisun Bay and uncertainty radius encompasses entire area north of the bay.
61804,-121.837649,37.513927,969,North America,USA,California,Alameda,,Standard uncertainty of 969 meters based on GeoLocate error measurement for one half section.
61806,-123.615496,46.581855,2000,North America,USA,Washington,Pacific,Along the Willapa River E and N of Holcomb ,[Remarks: Plotted on Willapa River NE of Holcomb]
61807,-123.782387,46.367402,500,North America,USA,Washington,Pacific,Bluffs along Nasel River 0.5 mi above mouth of Salmon Creek,[Remarks: Plotted at mouth of Salmon Creek off of Naselle River]
61808,-123.294189,46.948298,2000,North America,USA,Washington,Grays Harbor,,[Remarks: Plotted on Porter Creek approximately 3/4 mile above Porter]
61820,-118.440336,34.398323,60,North America,USA,California,Los Angeles,"Exactly  0.5 mi S of Humphreys RR station, an exposed stratum of black silt, weathering into gray, in a gully in the ctr of the S 1/2 Sec. 27 ",Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of one half section.
61825,-118.41758,33.38336,,North America,USA,California,Los Angeles,"Channel Islands, Santa Catalina Island, near the isthmus in a limy matrix",Based on SANTA CATALINA ISLAND
61827,-118.291,33.735,,North America,USA,California,Los Angeles,San Pedro,Based on (g1)San Pedro
61828,-118.24366,34.05223,,North America,USA,California,Los Angeles,"near San Pedro, Dead Man's Island Deadman's Island",
61829,-118.51869,34.02834,,North America,USA,California,Los Angeles,Santa Monica Canyon,Based on SANTA MONICA CANYON
61839,-123.7664,47.1779,1000,North America,USA,Washington,Grays Harbor,,[Remarks: Plotted according to TRS information]
61840,-119.31129,34.27701,,North America,USA,California,Ventura,"Ventura River, 1.5 mi N of Ventura, 0.25 mi S of Taylor well no. 1.",Based on VENTURA RIVER->snapped to Ventura River
61841,-119.71264,34.49444,,North America,USA,California,Santa Barbara,"Santa Ynez Mountains, N slope Santa Rosa Hills, 05 mi due N of the 1714 ft hill",Based on SANTA YNEZ MOUNTAINS
61843,-120.363197,36.260174,969,North America,USA,California,Fresno,Oil Canyon,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
61858,-119.27011,34.44583,,North America,USA,California,Ventura,Ojai Valley.,Based on OJAI VALLEY
61863,-118.1634,33.79974,,North America,USA,California,Los Angeles,"Long Beach, from drill core approx 4500 ft NW of Signal Hill, 500 ft E of Orange Avenue, and 750 ft N of Willow Street",Based on SIGNAL HILL
61870,-124.542341,42.822322,1734,North America,USA,Oregon,Coos,,
61872,-122.831584,48.019523,1000,North America,USA,Washington,Jefferson,"Port Discovery, cliffs approx 0.25 mi N of old Woodman wharf, in lowest beds exposed above conglomeratic zone ",[Remarks: Plotted according to UWBM 158 Lat/Long information.]
61876,-118.5075,34.00194,,North America,USA,California,Los Angeles,"Santa Monica Mountains, near head of Pulga Canyon, limestone concretions in  micaceous clay shale (LA and Ventura counties)",Based on (g1)Santa Monica
61884,-119.87003,35.407623,60,North America,USA,California,Kern,"N side of road from Carrizo plains to Carneros Creek, ca 810 ft S and 2770 ft E of the NW cnr Sec. 18, from hard sandstone ",Standard uncertainty of 60 meters based on GeoLocate error measurement for offset from corner of the section.
61889,-119.75167,34.06389,,North America,USA,California,Santa Barbara,Channel Islands; Santa Cruz Island,Based on (g1)Santa Cruz Island
61890,-124.306864,43.361167,547,North America,USA,Oregon,Coos,,
61893,-120.31813,34.90457,250,North America,USA,California,Santa Barbara,Fugler's Point,
61894,-122.8586,38.42491,,North America,USA,California,Ventura,"Barlow's Ranch, just E of Ventura.",Based on BARLOW
61895,-118.50592,34.36417,,North America,USA,California,Los Angeles,Elsmere Canyon,Based on ELSMERE CANYON
61897,-117.91534,33.90696,,North America,USA,California,Orange,"Puente Hills, mouth of Brea Canyon",Based on BREA CANYON
61898,-117.988632,33.971611,550,North America,USA,California,Orange,Puente Hills,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
61900,-119.66667,34.51667,,North America,USA,California,Santa Barbara,4 mi W of Santa Barbara,Based on (g1)SANTA BARBARA
61901,-120.5141,34.8762,250,North America,USA,California,Santa Barbara,"Casmalia  Hills, 05 mi N of Schuman Shuman in railroad cut",
61905,-123.597896,47.028097,2000,North America,USA,Washington,Grays Harbor,"Railroad cut 8 mi up Sylvia Creek and/or 8 mi N of Montesano, Wishkahan Stage",[Remarks: Plotted approximately 8 miles N of Montesano on west fork of Sylvia Creek]
61911,-122.954354,48.78455,1500,North America,USA,Washington,San Juan,"Strait of  Georgia, Sucia Island, NW islet  probably Patos Island",[Remarks: Plotted at Patos Islet just NW of Sucia Island]
61913,-118.70898,34.27167,,North America,USA,California,Ventura,"Oil Canyon, 3  mi N 20øE of BM 961 at Santa Susana,  McCray wells, later Santa Susana syndicate, Santa Susana ",Based on SANTA SUSANA
61915,-118.71676,34.22445,,North America,USA,California,Ventura,Simi Hills,Based on SIMI HILLS
61916,-119.13906,34.37049,,North America,USA,California,Ventura,1.5 mi E of  McCray wells.,
61919,-118.71676,34.22445,,North America,USA,California,Ventura,"Simi Hills, 1 mi. N 3ø W of hill 2150, 2.75 mi S 28ø W of BM 961 at Santa Susana",Based on SIMI HILLS
61921,-124.341484,47.465955,2000,North America,USA,Washington,Grays Harbor ,Seacliffs N of mouth of Raft River and up river a  little way ,[Remarks: Plotted in sea cliffs just north of mouth of Raft River]
61923,-124.305883,48.260907,2282,North America,USA,Washington,Clallam,,Marker placement and uncertainty radius determined by GeoLocate for distance west of Clallam Bay.
61926,-118.70231,34.17223,,North America,USA,California,Ventura,"Simi Hills, head of Las Virgenes Canyon, on N face of crest of ridge at head of canyon",Based on LAS VIRGENES CANYON
61927,-118.71676,34.22445,,North America,USA,California,Ventura,Simi Hills,Based on SIMI HILLS
61931,-118.71676,34.22445,,North America,USA,California,Ventura,"Simi Hills, near Simi Peak, 0.75 mi NE of Camp",Based on SIMI HILLS
61932,-120.971383,35.785019,969,North America,USA,California,San Luis Obispo,"Tierra Redonda Mountain or? Lynch Mountain, Monterey Co Calif","Section 2 assumed becuase this is the location of Lynch Ranch, just north of Tierra Redonda Mountain. Standard uncertainty of 969 meters based on GeoLocate error measurement for one section."
61939,-118.43897,34.28195,,North America,USA,California,Los Angeles,near San Fernando Tunnel,Based on SAN FERNANDO
61941,-118.55648,34.37167,,North America,USA,California,Los Angeles,Gavin Canyon,Based on GAVIN CANYON
61942,-118.7562,34.44111,,North America,USA,California,Ventura,"Piru Valley, Holser Canyon.",Based on HOLSER CANYON
61943,-118.50592,34.36417,,North America,USA,California,Ventura,Near the forks of Elsmere Canyon.,Based on ELSMERE CANYON
61945,-118.71676,34.22445,,North America,USA,California,Ventura,"N of Secondary fault, Simi Hills  ",Based on SIMI HILLS
61952,-118.79398,34.41527,,North America,USA,California,Ventura,"near Piru, San Felician Creek, from light-colored shale underlying conglomerate.",Based on PIRU
61954,-118.5075,34.00194,,North America,USA,California,Ventura,Santa Monica Mountains.,Based on (g1)Santa Monica
61955,-118.83065,34.38222,,North America,USA,California,Ventura,"N slope of Oak Ridge, near the head of Wiley Canyon.",Based on WILEY CANYON
61960,-118.5075,34.00194,,North America,USA,California,Los Angeles,"Santa Monica Mts, 2 mi S of Calabasas at base of E-W divide, small canyon trending westward from the head of Dry Canyon",Based on (g1)Santa Monica
61962,-124.057967,44.747771,7295,North America,USA,Oregon,Lincoln ,5 mi. N of Yaquina Head.,
61970,-121.534808,37.631588,550,North America,USA,California,San Joaquin,"Corral Hollow, 0.25 mi above Carnegie Pottery works (200 yds above cabins), Western Pacific RR cut",Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
61972,-122.964967,46.433925,1000,North America,USA,Washington,Lewis,,[Remarks: Plotted approximately 2 miles N of Vader (formerly known as Little Falls) at bend on Olequa Creek]
61986,-119.729056,35.619495,550,North America,USA,California,Kern,"San Joaquin Valley, Lost Hills, Martin & Dudley's oil well, ",Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
61987,-122.965482,46.4244,1000,North America,USA,Washington,Lewis,,[Remarks: Plotted on Olequa Creek approximately 1.5 miles N of Vader (formerly known as Little Falls)]
61989,-121.957351,37.207066,969,North America,USA,California,Santa Clara,"Santa Cruz Mountains, Los Gatos, Snell Ranch, near the limestone quarry",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
61994,-118.13333,33.68333,,North America,USA,California,Los Angeles,"Long Beach, Los Cerritos or Signal Hill",Based on (g1)Long Beach
66014,-118.291,33.735,,North America,USA,California,Los Angeles,"San Pedro, NW corner 2nd and Beacon Sts",Based on (g1)San Pedro
66015,-118.291,33.735,,North America,USA,California,Los Angeles,"San Pedro, W side of Gaffey St in cut just below General St",Based on (g1)San Pedro
66016,-123.254975,46.853228,2000,North America,USA,Washington,Grays Harbor,approx 1 mi W of Oakville on the Northern Pacific Railway Barbatia merriami zone ,[Remarks: Plotted approximately 1 mile W of Oakville along Northern Pacific Railway. UW 169 Lat/Long information does not seem to follow this locality description]
66017,-119.916153,35.461437,1800,North America,USA,California,Kern,"from top of ridge 025 mi NW of CAS loc 30667, in a  black pebble conglomerate",Standard uncertainty of 1800 meters based on GeoLocate error measurement for two sections.
66022,-122.48692,37.78854,,North America,USA,California,Ventura,"8 mi N of Ventura, 0.5 mi S of Seacliff station on Southern Pacific Railroad, terrace at N end of sea wall S of evergreen grove.  SU loc. 536",Based on SEACLIFF
66025,-118.291,33.735,,North America,USA,California,Los Angeles,"San Pedro, lumber yard",Based on (g1)San Pedro
66026,-118.291,33.735,,North America,USA,California,Los Angeles,San Pedro,Based on (g1)San Pedro
66027,-118.5075,34.00194,,North America,USA,California,Los Angeles,Santa Monica,Based on (g1)Santa Monica
66041,-118.5075,34.00194,,North America,USA,California,Los Angeles,Santa  Monica,Based on (g1)Santa Monica
66061,-122.683333,48.016667,2000,North America,USA,Washington,Jefferson,,[Remarks: Plotted according to Lat/Long information from UCMP A1070]
66157,-122.050034,37.070553,270,North America,USA,California,Santa Cruz,"Felton, from talus against steep cliff on E side of abandoned quarry Sand dollars crop out 1/2 way up cliff",Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
66183,-118.13333,33.68333,,North America,USA,California,Los Angeles,Signal Hill ,Based on (g1)Long Beach
66238,-124.084009,44.499008,3036,North America,USA,Oregon,Lincoln,Seal Rock.,
66297,-124.24163,48.262176,800,North America,USA,Washington,Clallam,,Marker placed .5 mi E of Slip Point along coastline. Uncertainty radius accounts for error in measurement.
66298,-123.759121,47.141885,5000,North America,USA,Washington,Grays Harbor,,[Remarks: Plotted approximately 10 miles N of Aberdeen on main fork of Wishkah River]
66299,-124.287575,47.325825,4000,North America,USA,Washington,Grays Harbor,,[Remarks: Plotted on coast approximately 1.5 miles S of Taholah]
66300,-124.28033,47.315351,2000,North America,USA,Washington,Grays Harbor,,Plotted approximately 1 mile N of cape at Greenville]
66526,-120.932488,35.732407,270,North America,USA,California,San Luis Obispo,"On the Nacimiento River,  ca 1/4 mi SSW of BM 719, ca 1 mi S of Williams Ranch",Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
66527,-118.70898,34.27167,,North America,USA,California,Ventura,"Oil Canyon, McCray Oil Wells. ",Based on SANTA SUSANA
66528,-119.33789,34.49777,,North America,USA,California,Ventura,15 mi W of Vickers Hot Springs  ,Based on VICKERS HOT SPRINGS
66529,-123.101842,43.290988,900,North America,USA,Oregon,Douglas,"Near Glide, Little River bluffs at junction with North Umpqua River",
66530,-122.984173,46.414249,1700,North America,USA,Washington,Lewis,"1 1/4 miles NW of Vader, on SE bank of Stillwater Creek.",[Remarks: Plotted approximately 1 1/4 miles NW of Vader along Stillwater Creek according to GeoLocate]
66532,-118.71676,34.22445,,North America,USA,California,Ventura,"Simi Hills, 2 mi. NE of Simi Peak.",Based on SIMI HILLS
66533,-118.71676,34.22445,,North America,USA,California,Ventura,"Simi Hills, 1/2 mi. NE of hill 2150.",Based on SIMI HILLS
66535,-120.684206,36.595818,969,North America,USA,California,Fresno,"Opposite the junction of Panoche & Silver creeks, from a road cut just S of middle of Sec. line between Sec. 20 and Sec. 29",Standard uncertainty of 969 meters based on GeoLocate error measurement for one half section.
66537,-118.723337,34.240707,270,North America,USA,California,Ventura,"Simi Hills,  6800 feet N 16 degrees E of hill 2150",Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
66545,-118.70898,34.27167,,North America,USA,California,Ventura,SW of Santa Susana,Based on SANTA SUSANA
66547,-118.15035,34.11612,,North America,USA,California,Los Angeles,"Sunset Bluff at Bairdstown, halfway between Los Angeles & S Pasadena ",Based on SOUTH PASADENA
66549,-122.495707,41.817896,600,North America,USA,California,Siskiyou,"4 miles NW of Montague, from the Haggerdorn Hagerdorn Ranch, from the upper Chico beds.",Uncertainty radius encompasses entire ranch.
66550,-120.13795,34.54237,,North America,USA,California,Santa Barbara,"about 200 feet stratigraphically below Loc CIT 389, but at top of shale series. Sample collected from a hill west of Nojoqui Creek at an elev of 850 feet ",Based on NOJOQUI CREEK->snapped to Nojoqui Creek
66552,-120.22598,34.48943,,North America,USA,California,Santa Barbara,"From the canyon W of the Sec.ond ranch house on the hwy N of Gaviota Pass 
",Based on GAVIOTA PASS
66595,-120.606427,36.073524,969,North America,USA,California,Fresno,"From the S flank of Waltham Schrad anticline, from the Astrodorpris bed",Standard uncertainty of 969 meters based on GeoLocate error measurement for one half section.
66596,-120.388575,36.10046,969,North America,USA,California,Fresno,Coalinga region,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66598,-122.71443,38.44047,,North America,USA,California,Ventura,"Santa Rosa Canyon, 1.5 miles S. of Lagol Siding.  Loc. #24",Based on SANTA ROSA
66599,-120.029656,35.913197,969,North America,USA,California,Fresno,Kreyenhagen's Ranch ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66707,-122.896076,48.746885,3000,North America,USA,Washington,San Juan,"Strait of Georgia, Sucia Island (see notes).",[Remarks: Plotted at Sucia Island in Strait of Georgia]
66750,-119.75167,34.06389,,North America,USA,California,Santa Barbara,Channel Islands; Santa Cruz Island,Based on (g1)Santa Cruz Island
66751,-119.75167,34.06389,,North America,USA,California,Santa Barbara,Channel Islands; Santa Cruz Island,Based on (g1)Santa Cruz Island
66752,-119.75167,34.06389,,North America,USA,California,Santa Barbara,"Channel Islands; Santa Cruz Island, from Canada del Pozo, Domengine lower sandstone ",Based on (g1)Santa Cruz Island
66754,-119.75167,34.06389,,North America,USA,California,Santa Barbara,Channel Islands; Santa Cruz Island ,Based on (g1)Santa Cruz Island
66755,-119.75167,34.06389,,North America,USA,California,Santa Barbara,"Channel Islands; Santa Cruz Island, from the Domengine lower sandstone ",Based on (g1)Santa Cruz Island
66756,-119.75167,34.06389,,North America,USA,California,Santa Barbara,"Channel Islands; Santa Cruz Island, from the Domengine lower sandstone ",Based on (g1)Santa Cruz Island
66757,-119.75167,34.06389,,North America,USA,California,Santa Barbara,Channel Islands; Santa Cruz Island,Based on (g1)Santa Cruz Island
66759,-122.96727,46.409876,1800,North America,USA,Washington,Lewis,"Bluff on W bank of Olequah Creek ca 500 feet below little falls, back of Armstrong place ca 1/2 mile N of Vader",[Remarks: Plotted approximately 1/2 mile N of Vader on Olequa Creek]
66765,-118.78148,34.26945,,North America,USA,California,Ventura,S side of Simi Valley,Based on SIMI VALLEY
66766,-123.861056,46.182657,178,North America,USA,Oregon,Clatsop,"Astoria, from a fine soft black shale, on street grade above Smith's Point.",
66775,-118.94454,34.255,,North America,USA,California,Ventura ?,"S side of Las Posas Hills, about 2 mi. S.E. of Somis.",Based on LAS POSAS HILLS
66782,-118.91982,34.37139,,North America,USA,California,Ventura,"Santa Clara Valley, west side of Grimes Canyon, about 1 mi. from mouth.",Based on GRIMES CANYON
66783,-120.48051,34.66358,,North America,USA,California,Santa Barbara,"on W side of San Miguelito Creek, ca 6.4 km (4 mi) S of Lompoc",Based on SAN MIGUELITO CREEK->snapped to San Miguelito Creek
66784,-118.69287,34.29806,,North America,USA,California,Los Angeles,"500 feet S of Las Llajas Canyon Road, 1000 feet E of county line From the N bank of stream that flows down canyon in front of steep bluff facing Las Llajas Canyon",Based on LAS LLAJAS CANYON
66785,-122.010248,36.994289,140,North America,USA,California,Santa Cruz,Santa Cruz  From abandoned sand quarry on east side of Branciforte Drive - 1 mi S of intersection with Glen Canyon Road in Laveaga Park ,Standard uncertainty of 140 meters based on GeoLocate error measurement for three quarter sections.
66786,-118.631888,34.324715,60,North America,USA,California,Los Angeles,"Upper Las Llajas Canyon, 3000' N & 1500' E of SW corner of Sec. 23",Standard uncertainty of 60 meters based on GeoLocate error measurement for offset from corner of the section.
66848,-120.24182,34.84915,,North America,USA,California,Santa Barbara,"Foxen Canyon, on road to Cuasti Creek",Based on FOXEN CANYON
66849,-120.333701,36.100567,969,North America,USA,California,Fresno ?,Jac Etch #89,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66850,-120.305402,36.01725,969,North America,USA,California,Fresno,Krezenhagen's Ranch,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66851,-119.69821,34.42083,,North America,USA,California,Santa Barbara,25 miles SW of Careaga,
66853,-120.43572,34.95303,,North America,USA,California,Santa Barbara ,"Santa Maria District, Brookshire Well",Based on SANTA MARIA
66855,-120.471199,36.056103,550,North America,USA,California,Fresno,Roadcut about 600 ft N of the pass along Parkfield Road,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
66858,-120.800273,36.04863,550,North America,USA,California,Monterey,Poncho Rico Creek; NE1/4 of 5-22-11,TRS order verified using GeoLocate. Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
66859,-120.43572,34.95303,,North America,USA,California,Santa Barbara,"Santa Maria, Brookshire Pinal Well",Based on SANTA MARIA
66860,-120.43572,34.95303,,North America,USA,California,Santa Barbara,"Santa Maria, Head of Creoslin Canyon",Based on SANTA MARIA
66861,-120.43572,34.95303,,North America,USA,California,Santa Barbara,"near Santa Maria, Brookshire",Based on SANTA MARIA
66862,-120.4074,34.8359,2500,North America,USA,California,Santa Barbara,"SE of Orcutt, Graciosa Hills, 1 mi E of Divide",
66863,-120.43572,34.95303,,North America,USA,California,Santa Barbara ,"Santa Maria District, 1-2 mi E of Divide. ",Based on SANTA MARIA
66864,-120.5141,34.8762,250,North America,USA,California,Santa Barbara,"Santa Maria, in railroad cut half mile north of Schuman",
66866,-120.43572,34.95303,,North America,USA,California,Santa Barbara,"Santa Maria District, 100 yds NE of California Coast Oil Well # 3, 1 mi E of Divide Horizon B of Fernando Fm: Sea urchin bed",Based on SANTA MARIA
66867,-120.43572,34.95303,,North America,USA,California,Santa Barbara,"Santa Maria, Brookshire Pinal Well",Based on SANTA MARIA
66868,-119.77381,34.44812,,North America,USA,California,Santa Barbara,1 mi W of Divide station,
66870,-120.394661,36.08976,550,North America,USA,California,Fresno,Coalinga,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
66871,-120.389445,36.086224,969,North America,USA,California,Fresno,Coalinga,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66872,-120.389445,36.086224,969,North America,USA,California,Fresno,Coalinga?,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66875,-120.405654,36.117012,969,North America,USA,California,,,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66882,-120.244127,36.057827,969,North America,USA,California,Fresno,Kreyenhagen Ranch,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66893,-118.24366,34.05223,,North America,USA,California,Los Angeles,"near San Pedro, Deadman's Island young stages",
66894,-118.291,33.735,,North America,USA,California,Los Angeles,San Pedro,Based on (g1)San Pedro
66900,-119.05927,34.35417,,North America,USA,California,Ventura,Santa Paula ?,Based on SANTA PAULA
66903,-124.714411,48.383118,5000,North America,USA,Washington,Clallam,Cape Flattery ??.,Marker placed by GeoLocate for Cape Flattery. Uncertainty radius encompasses surrounding area.
66916,-124.357479,40.560214,50,North America,USA,California,Humboldt,"Sea-cliff at Centerville Beach ca 1 mi S of county parking lot, 2200' S of northern-most cable projecting seaward from NOS, 700' N of mouth of Fleener Creek ",
66931,-120.50715,38.76018,,North America,USA,California,Santa Barbara,"1 mi E of Divide, just N of Pacific Coast Well No2, overlaying oil shales",Based on PACIFIC
66932,-120.43572,34.95303,,North America,USA,California,Santa Barbara,"Santa Maria, Escolle Lease, Lompoc Sheet",Based on SANTA MARIA
66933,-118.98871,34.28167,,North America,USA,California,Ventura,Las Posas Valley,Based on LAS POSAS
66936,-118.291,33.735,,North America,USA,California,Los Angeles,"San Pedro, A?",Based on (g1)San Pedro
66937,-118.24366,34.05223,,North America,USA,California,Los Angeles,"near San Pedro, Dead Man's Island Deadman's Island",
66938,-118.94454,34.255,,North America,USA,California,Ventura ?,"Las Posas Hills, W flank.",Based on LAS POSAS HILLS
66939,-120.535755,36.107342,550,North America,USA,California,Fresno,"In the drainage of Waltham Creek, ctr of Sec. 14, or in roadcut about 600 ft N of the pass along Parkfield Road, Sec. 33 ",Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
66943,-118.28333,33.73333,,North America,USA,California,Los Angeles,San Pedro Bay,Based on (g1)San Pedro Bay
66945,-119.03705,34.25389,,North America,USA,California,Ventura,Hills N of Camarillo,Based on CAMARILLO HILLS
66953,-120.983234,36.161533,969,North America,USA,California,Monterey,,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66954,-120.4984,36.090923,270,North America,USA,California,Fresno,"Diablo Range, 25 mi E of White Oak Ranch",Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
66957,-120.528918,36.101936,270,North America,USA,California,Fresno,,Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
66959,-120.483177,36.107117,550,North America,USA,California,Fresno,,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
66960,-120.378868,36.218155,270,North America,USA,California,Fresno,Along ridge N of Esperanza,Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
66961,-120.413192,36.015839,969,North America,USA,California,Fresno,Kreyenhagen Ranch,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66962,-120.413192,36.015839,969,North America,USA,California,Fresno,Kreyenhagen's Ranch,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66965,-120.383609,36.096874,550,North America,USA,California,Fresno,Waltham Canyon,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
66966,-120.4984,36.090923,270,North America,USA,California,Fresno,,Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
66968,-120.333701,36.100567,969,North America,USA,California,Fresno ,,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66969,-120.025239,35.971054,969,North America,USA,California,Kings,Kettleman Hills,Standard uncertainty of 969 meters based on GeoLocate error measurement for one half section.
66972,-120.119157,36.043682,969,North America,USA,California,Fresno,Kreyenhagen Ranch ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66973,-120.466386,36.059692,969,North America,USA,California,Fresno,Coalinga,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66976,-120.471199,36.056103,550,North America,USA,California,Fresno,Roadcut about 1100 ft down Parkfield Road from the pass to the N,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
66985,-120.48013,36.056126,550,North America,USA,California,Fresno,"S side, top of peak of second closed contour from SE corner Sec. 32",Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
66988,-122.045337,36.949997,50,North America,USA,California,Santa Cruz,"Santa Cruz: top of Santa Cruz mudstone, below West Cliff Drive, below foot of Getchell Street",Uncertainty radius encompasses entire area.
66989,-120.422617,36.130844,969,North America,USA,California,Fresno,Coalinga Field ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66990,-120.047425,35.913342,969,North America,USA,California,Fresno?,Kreyenhagen's Ranch,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66992,-120.038605,36.174267,969,North America,USA,California,Fresno,Kreyenhagen Ranch  ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
66993,-120.640889,36.37645,969,North America,USA,California,Fresno,"Coalinga, near Sec. 10",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
